CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ValueSegment,LifeStageSegment,HighRiskChurn,PremiumCustomer,EstimatedAnnualRevenue
15609510,Dubois,637.0,Germany,Male,52,10,0.0,1,1,0,86330.81,1,Medium-Value,Established,True,False,320.0
15600377,Kumar,697.0,France,Male,60,0,81083.34,1,1,0,145007.44,0,Medium-Value,Senior,True,False,1941.67
15606289,Petrov,655.0,France,Male,51,7,0.0,1,0,1,113353.88,0,Medium-Value,Established,False,False,230.0
15606209,Novak,767.0,Germany,Female,41,7,0.0,2,1,1,107242.17,1,High-Value,Established,False,False,598.0
15605075,Ivanov,384.0,Spain,Female,39,1,66875.75,1,1,0,64268.45,0,Medium-Value,Established,True,False,1657.52
15605000,Muller,795.0,France,Male,67,2,0.0,2,0,0,53759.77,0,High-Value,Senior,False,False,400.0
15604751,Rossi,720.0,Germany,Male,57,8,0.0,1,1,1,142674.39,1,Medium-Value,Established,False,False,368.0
15603506,Petrov,682.0,Germany,Male,45,0,41589.07,2,1,0,181454.85,1,High-Value,Established,False,False,1351.78
15603493,Kumar,662.0,France,Female,36,6,0.0,2,1,0,79718.45,0,High-Value,Established,False,False,520.0
15606772,Bianchi,700.0,France,Female,55,8,0.0,1,0,0,93319.05,1,Medium-Value,Established,True,False,200.0
15601720,Okafor,772.0,Germany,Male,39,3,0.0,1,1,1,40622.0,1,Medium-Value,Established,False,False,368.0
15609806,Schmidt,681.0,Spain,Male,46,10,143875.64,2,0,1,176405.69,0,High-Value,Established,False,False,3769.14
15609223,Kowalski,571.0,France,Male,44,4,122458.53,2,0,1,67478.4,0,High-Value,Established,False,False,3276.55
15600391,Muller,734.0,France,Female,54,7,133381.31,3,0,1,140097.68,0,High-Value,Established,False,False,3757.77
15609704,Okafor,746.0,Spain,Male,67,0,174385.6,1,0,0,21616.99,0,High-Value,Senior,True,False,3687.71
15608830,Moreau,748.0,Germany,Female,44,4,76386.3,1,1,1,120366.75,0,Medium-Value,Established,False,False,2124.88
15608510,Costa,571.0,Spain,Female,39,3,0.0,1,1,0,174807.86,0,Medium-Value,Established,True,False,320.0
15609475,Smith,547.0,France,Male,57,6,96801.17,2,1,1,114160.64,0,High-Value,Established,False,False,2824.43
15605160,Ivanov,659.0,France,Male,67,3,106028.93,1,1,0,182465.82,0,Medium-Value,Senior,True,False,2440.58
15609337,Schmidt,619.0,France,Male,72,8,135031.7,1,0,1,85712.27,0,High-Value,Senior,False,False,3335.73
15606487,Garcia,540.0,France,Male,84,7,140888.52,2,1,0,112966.79,1,High-Value,Senior,False,False,3337.77
15602975,Silva,613.0,France,Female,60,8,0.0,1,0,1,160480.5,1,Medium-Value,Senior,False,False,230.0
15604744,Costa,695.0,France,Male,59,3,0.0,2,1,1,32151.6,0,High-Value,Established,False,False,598.0
15608440,Silva,618.0,Germany,Male,46,10,0.0,3,0,0,127007.69,0,High-Value,Established,False,False,600.0
15604600,Bianchi,725.0,Germany,Male,37,6,0.0,2,1,1,62819.93,0,High-Value,Established,False,False,598.0
15605544,Dubois,749.0,Spain,Male,66,6,0.0,2,0,0,106888.71,1,High-Value,Senior,False,False,400.0
15603384,Nguyen,662.0,France,Female,67,4,0.0,2,1,1,173116.36,0,High-Value,Senior,False,False,598.0
15605438,Tanaka,657.0,France,Female,53,2,165125.24,2,0,1,36203.25,0,High-Value,Established,False,False,4257.88
15604284,Rossi,622.0,Germany,Male,57,0,0.0,1,1,1,123946.79,0,Medium-Value,Established,False,False,368.0
15605489,Ivanov,803.0,Spain,Female,74,10,160030.36,1,1,1,198231.14,1,High-Value,Senior,False,True,4048.7
15608351,Fischer,670.0,Spain,Female,47,9,103593.98,2,1,1,161103.84,1,High-Value,Established,False,False,2980.66
15604084,Andersen,501.0,France,Female,70,4,0.0,1,0,0,142555.59,1,Medium-Value,Senior,True,False,200.0
15606888,Rossi,711.0,France,Male,61,7,71606.46,1,0,0,83382.99,0,Medium-Value,Senior,True,False,1632.13
15603014,Silva,300.0,France,Male,42,1,0.0,2,1,0,94888.5,1,High-Value,Established,False,False,520.0
15601432,Muller,767.0,Germany,Female,81,1,158802.12,2,0,1,156448.76,0,High-Value,Senior,False,False,4112.45
15601703,Muller,666.0,Spain,Male,42,2,106845.45,2,1,1,12849.21,0,High-Value,Established,False,False,3055.45
15602874,Ivanov,649.0,France,Female,41,6,0.0,1,1,1,19948.66,0,Medium-Value,Established,False,False,368.0
15603592,Bianchi,601.0,France,Female,57,0,0.0,1,0,0,194202.54,0,Medium-Value,Established,True,False,200.0
15603042,Kowalski,757.0,France,Male,54,2,62341.68,3,1,1,64723.57,0,High-Value,Established,False,False,2261.86
15606195,Ivanov,679.0,Germany,Male,42,9,114674.85,1,1,1,35304.14,0,High-Value,Established,False,False,3005.52
15605252,Kumar,642.0,France,Male,39,7,62867.21,1,1,1,184463.99,0,Medium-Value,Established,False,False,1813.95
15602519,Bianchi,577.0,France,Female,60,9,0.0,2,1,0,14186.27,1,High-Value,Senior,False,False,520.0
15606374,Rossi,758.0,Spain,Female,54,8,0.0,2,0,0,198488.17,1,High-Value,Established,False,False,400.0
15604872,Okafor,796.0,France,Male,62,7,55182.6,1,1,1,42333.61,0,Medium-Value,Senior,False,False,1637.2
15601756,Kowalski,633.0,France,Male,36,3,61013.56,2,1,1,184852.61,0,High-Value,Established,False,False,2001.31
15605310,Moreau,649.0,France,Male,60,10,104664.91,2,1,1,72379.62,0,High-Value,Senior,False,False,3005.29
15607749,Bianchi,732.0,France,Male,57,2,86714.65,2,1,1,77548.67,0,High-Value,Established,False,False,2592.44
15609277,Muller,629.0,France,Male,73,4,0.0,1,1,0,99564.20000000001,1,Medium-Value,Senior,True,False,320.0
15600736,Kumar,612.0,France,Male,60,9,79460.53,2,1,0,18673.17,1,High-Value,Senior,False,False,2109.21
15600550,Petrov,850.0,Spain,Male,47,0,80547.22,1,1,1,29288.09,0,Medium-Value,Established,False,False,2220.59
15604534,Smith,504.0,France,Male,47,9,0.0,1,1,1,190219.62,0,Medium-Value,Established,False,False,368.0
15601840,Tanaka,646.0,Germany,Male,57,10,89892.14,1,1,1,120669.57,0,Medium-Value,Established,False,False,2435.52
15602206,Rossi,642.0,Spain,Female,67,10,55618.96,1,1,0,116376.66,0,Medium-Value,Senior,True,False,1432.38
15608446,Silva,470.0,Germany,Female,29,4,81918.24,2,1,1,53495.72,0,High-Value,Young Professional,False,False,2482.12
15604462,Fischer,666.0,France,Female,80,1,171704.69,1,0,0,60277.84,1,High-Value,Senior,True,False,3634.09
15608029,Fischer,582.0,Spain,Female,42,1,84246.38,1,1,0,148272.97,0,Medium-Value,Established,True,False,2004.93
15606919,Nguyen,621.0,Spain,Male,73,4,62377.67,2,1,0,54256.12,0,High-Value,Senior,False,False,1767.55
15606381,Muller,601.0,France,Male,43,2,500.31,3,1,0,49456.36,1,High-Value,Established,False,False,730.01
15602784,Moreau,567.0,Spain,Female,68,5,101263.72,1,0,1,156742.34,0,Medium-Value,Senior,False,False,2559.07
15600594,Kowalski,613.0,France,Male,78,10,0.0,1,1,0,100112.68,1,Medium-Value,Senior,True,False,320.0
15607171,Petrov,527.0,Germany,Female,66,8,11622.93,1,1,1,43054.05,1,Medium-Value,Senior,False,False,635.33
15602213,Rossi,730.0,Spain,Male,54,8,0.0,2,0,1,54372.57,0,High-Value,Established,False,False,460.0
15602675,Fischer,722.0,Spain,Female,56,3,57696.34,1,1,1,36225.0,0,Medium-Value,Established,False,False,1695.02
15601292,Tanaka,473.0,France,Male,68,3,0.0,1,1,0,62497.26,1,Medium-Value,Senior,True,False,320.0
15604761,Petrov,651.0,France,Male,40,6,0.0,2,0,1,46882.48,0,High-Value,Established,False,False,460.0
15607409,Okafor,615.0,Germany,Male,62,0,109239.95,3,1,0,98689.29,1,High-Value,Senior,False,False,2904.8
15605563,Rossi,484.0,France,Male,68,0,0.0,3,1,1,157208.17,0,High-Value,Senior,False,False,828.0
15604792,Bianchi,487.0,France,Female,49,4,9960.62,2,1,0,176862.63,0,High-Value,Established,False,False,719.21
15609423,Dubois,726.0,Germany,Male,86,9,0.0,2,0,0,8553.96,0,High-Value,Senior,False,False,400.0
15609292,Costa,695.0,France,Male,85,2,110303.06,2,0,1,75379.56,1,High-Value,Senior,False,False,2996.97
15604412,Kowalski,669.0,Spain,Male,35,7,91460.9,2,1,0,187934.72,0,High-Value,Established,False,False,2349.22
15606115,Muller,702.0,Germany,Female,70,4,62377.67,2,0,1,27097.02,1,High-Value,Senior,False,False,1894.69
15608137,Moreau,654.0,Germany,Male,41,2,134618.14,1,1,0,198567.55,0,High-Value,Established,True,False,3012.36
15606892,Smith,751.0,Spain,Female,62,3,62617.39,1,0,0,160586.82,1,Medium-Value,Senior,True,False,1452.35
15601930,Okafor,613.0,France,Male,51,0,172064.81,1,1,0,170153.28,1,High-Value,Established,True,False,3761.3
15606875,Kowalski,736.0,France,Male,76,2,125487.16,2,0,1,26814.45,1,High-Value,Senior,False,False,3346.2
15606399,Moreau,682.0,France,Female,74,4,0.0,1,1,1,22295.38,0,Medium-Value,Senior,False,False,368.0
15602774,Andersen,644.0,Germany,Male,70,1,125358.65,2,0,1,92379.83,0,High-Value,Senior,False,False,3343.25
15605527,Kowalski,776.0,Germany,Female,44,6,0.0,1,1,0,166671.73,0,Medium-Value,Established,True,False,320.0
15602285,Petrov,652.0,France,Female,35,9,0.0,2,1,1,167234.35,0,High-Value,Established,False,False,598.0
15604928,Muller,736.0,Spain,Male,40,0,83864.38,1,1,1,11117.58,1,Medium-Value,Established,False,False,2296.88
15609086,Costa,621.0,Spain,Female,55,6,130999.71,1,1,1,188029.57,1,High-Value,Established,False,False,3380.99
15608499,Petrov,587.0,France,Male,64,4,0.0,1,1,0,74267.22,0,Medium-Value,Senior,True,False,320.0
15601939,Dubois,663.0,France,Female,43,3,135533.21,1,0,1,172428.18,0,High-Value,Established,False,False,3347.26
15604984,Muller,699.0,Germany,Female,62,6,62377.67,2,1,0,116066.75,1,High-Value,Senior,False,False,1767.55
15607980,Schmidt,645.0,France,Female,60,6,0.0,1,1,1,58699.24,1,Medium-Value,Senior,False,False,368.0
15606040,Ivanov,743.0,Germany,Male,52,8,51180.76,1,1,1,115917.55,0,Medium-Value,Established,False,False,1545.16
15603339,Schmidt,730.0,France,Female,87,6,0.0,2,1,0,197562.34,1,High-Value,Senior,False,False,520.0
15601233,Kumar,664.0,Germany,Female,65,4,15036.42,2,1,1,65052.73,0,High-Value,Senior,False,False,943.84
15600130,Fischer,679.0,Spain,Male,52,2,0.0,2,1,0,51789.46,0,High-Value,Established,False,False,520.0
15607115,Moreau,610.0,Germany,Male,44,1,84471.8,2,1,0,23980.7,0,High-Value,Established,False,False,2209.44
15602680,Rossi,688.0,Spain,Female,66,9,0.0,1,1,1,37779.19,1,Medium-Value,Senior,False,False,368.0
15608329,Novak,494.0,France,Male,39,10,138745.6,3,1,0,58588.39,0,High-Value,Established,False,False,3494.91
15602185,Garcia,802.0,France,Female,67,2,81875.38,1,1,0,196670.48,1,Medium-Value,Senior,True,False,1957.51
15608699,Petrov,595.0,France,Male,92,1,96131.65,2,1,0,88526.54,0,High-Value,Senior,False,False,2442.63
15603943,Bianchi,623.0,France,Male,63,8,66963.41,1,1,1,18075.26,0,Medium-Value,Senior,False,False,1908.16
15600639,Moreau,728.0,Spain,Male,65,7,62377.67,1,0,1,46395.92,0,Medium-Value,Senior,False,False,1664.69
15602646,Fischer,793.0,Spain,Female,72,7,0.0,1,1,0,167006.27,1,Medium-Value,Senior,True,False,320.0
15601005,Moreau,725.0,France,Male,50,7,0.0,2,0,1,190277.98,0,High-Value,Established,False,False,460.0
15608056,Novak,635.0,Spain,Male,43,9,0.0,1,1,1,179752.52,0,Medium-Value,Established,False,False,368.0
15606146,Andersen,606.0,France,Female,52,8,113596.34,2,0,1,130477.83,0,High-Value,Established,False,False,3072.72
15604490,Muller,773.0,France,Female,52,3,56713.97,1,1,0,195875.32,1,Medium-Value,Established,True,False,1454.28
15609266,Andersen,617.0,France,Male,48,8,0.0,1,1,0,41925.51,0,Medium-Value,Established,True,False,320.0
15600408,Moreau,577.0,Spain,Male,58,10,54838.16,1,1,1,29211.21,0,Medium-Value,Established,False,False,1629.28
15605147,Petrov,622.0,France,Female,39,5,0.0,1,1,0,141587.35,0,Medium-Value,Established,True,False,320.0
15604894,Silva,700.0,Spain,Male,66,1,118424.58,2,0,0,123934.84,0,High-Value,Senior,False,False,2768.49
15609533,Costa,730.0,France,Female,46,0,0.0,1,1,0,80117.98,0,Medium-Value,Established,True,False,320.0
15602939,Muller,695.0,Germany,Female,64,8,72523.64,1,0,0,13111.32,1,Medium-Value,Senior,True,False,1650.47
15604631,Garcia,680.0,France,Male,83,8,83805.05,1,1,1,135618.53,0,Medium-Value,Senior,False,False,2295.52
15609035,Garcia,560.0,France,Male,48,7,74199.43,1,1,1,67395.61,0,Medium-Value,Established,False,False,2074.59
15609403,Tanaka,577.0,France,Female,54,6,128857.39,1,1,1,147938.34,0,High-Value,Established,False,False,3331.72
15605811,Novak,770.0,Spain,Male,48,2,0.0,1,1,0,3345.37,0,Medium-Value,Established,True,False,320.0
15608427,Rossi,724.0,Germany,Female,44,6,0.0,1,0,1,178254.69,1,Medium-Value,Established,False,False,230.0
15601049,Rossi,707.0,France,Male,72,0,92351.74,2,1,1,111257.64,1,High-Value,Senior,False,False,2722.09
15607831,Kowalski,530.0,Germany,Male,47,4,191852.2,1,1,0,24862.6,0,High-Value,Established,True,False,4157.04
15603068,Rossi,654.0,Spain,Female,39,8,65844.48,2,1,0,87719.52,0,High-Value,Established,False,False,1836.89
15601759,Fischer,722.0,Germany,Male,69,1,62377.67,1,0,0,20557.61,1,Medium-Value,Senior,True,False,1447.55
15608337,Andersen,752.0,France,Female,59,10,146947.5,1,1,0,38408.59,1,High-Value,Established,True,False,3258.95
15600625,Dubois,657.0,Spain,Male,47,3,0.0,2,0,1,41281.72,0,High-Value,Established,False,False,460.0
15604474,Schmidt,664.0,France,Male,51,4,68218.31,2,1,1,17036.66,0,High-Value,Established,False,False,2167.02
15605616,Nguyen,602.0,France,Female,59,6,87841.86,1,1,1,27196.48,0,Medium-Value,Established,False,False,2388.36
15607120,Andersen,516.0,Spain,Male,58,9,37375.14,1,0,1,149057.0,1,Medium-Value,Established,False,False,1089.63
15605707,Kowalski,569.0,France,Female,56,0,0.0,1,0,0,73381.18,1,Medium-Value,Established,True,False,200.0
15608044,Tanaka,751.0,France,Male,46,8,0.0,2,1,0,153421.56,0,High-Value,Established,False,False,520.0
15607039,Nguyen,575.0,France,Female,78,5,0.0,1,1,1,196852.03,1,Medium-Value,Senior,False,False,368.0
15609862,Schmidt,546.0,France,Female,42,3,77967.94,2,0,0,199989.74,0,High-Value,Established,False,False,1959.36
15604250,Tanaka,741.0,Spain,Female,44,4,62530.89,2,1,0,3037.83,0,High-Value,Established,False,False,1770.62
15602242,Silva,666.0,Germany,Female,72,4,0.0,2,0,0,159945.43,1,High-Value,Senior,False,False,400.0
15606458,Kowalski,765.0,Spain,Male,35,8,30342.84,2,0,1,154399.86,1,High-Value,Established,False,False,1157.89
15603419,Garcia,601.0,Germany,Female,47,3,0.0,3,1,0,178400.45,1,High-Value,Established,False,False,720.0
15601718,Tanaka,636.0,France,Male,80,4,0.0,4,1,0,82168.31,0,High-Value,Senior,False,False,920.0
15601266,Okafor,648.0,Germany,Male,67,7,161838.15,2,1,1,146708.14,0,High-Value,Senior,False,True,4320.28
15608709,Schmidt,575.0,Germany,Female,92,10,0.0,1,1,0,192477.58,0,Medium-Value,Senior,True,False,320.0
15606127,Schmidt,605.0,Spain,Male,63,8,152365.47,1,1,0,123552.97,1,High-Value,Senior,True,False,3367.31
15607269,Fischer,667.0,France,Female,40,7,113789.01,1,0,0,163408.46,0,High-Value,Established,True,False,2475.78
15607707,Ivanov,591.0,Germany,Female,65,3,0.0,2,1,0,54731.05,0,High-Value,Senior,False,False,520.0
15600459,Rossi,680.0,France,Male,54,9,138712.2,2,0,0,181383.28,1,High-Value,Established,False,False,3174.24
15601488,Rossi,554.0,Spain,Male,64,7,0.0,1,1,1,35204.67,1,Medium-Value,Senior,False,False,368.0
15600099,Rossi,758.0,France,Male,48,0,0.0,1,1,1,31516.47,0,Medium-Value,Established,False,False,368.0
15600254,Costa,519.0,Spain,Male,49,9,95185.04,4,1,0,12593.13,1,High-Value,Established,False,False,2823.7
15601433,Fischer,658.0,France,Female,74,1,77852.54,1,1,0,72538.92,1,Medium-Value,Senior,True,False,1877.05
15602606,Andersen,682.0,France,Female,65,4,0.0,2,0,0,107180.57,1,High-Value,Senior,False,False,400.0
15608729,Kumar,800.0,France,Male,39,9,0.0,1,0,1,122960.72,0,Medium-Value,Established,False,False,230.0
15602941,Moreau,652.0,Spain,Female,42,9,0.0,2,1,0,85480.36,0,High-Value,Established,False,False,520.0
15602985,Novak,532.0,Germany,Female,46,10,72519.5,2,0,0,95321.98,1,High-Value,Established,False,False,1850.39
15608180,Silva,686.0,France,Male,71,1,0.0,1,1,0,74559.49,0,Medium-Value,Senior,True,False,320.0
15608678,Fischer,736.0,Spain,Female,48,8,0.0,1,1,0,2618.58,0,Medium-Value,Established,True,False,320.0
15600820,Smith,473.0,France,Male,42,4,95610.9,1,1,0,118810.43,0,Medium-Value,Established,True,False,2232.22
15600956,Tanaka,460.0,Germany,Female,39,0,0.0,2,0,1,35720.56,0,High-Value,Established,False,False,460.0
15603731,Schmidt,850.0,France,Female,73,5,0.0,2,1,0,168420.63,1,High-Value,Senior,False,False,520.0
15608208,Kowalski,728.0,Germany,Female,65,8,0.0,1,1,1,87366.29,1,Medium-Value,Senior,False,False,368.0
15608102,Muller,617.0,France,Male,47,0,62377.67,2,1,1,13459.07,0,High-Value,Established,False,False,2032.69
15602376,Schmidt,621.0,Germany,Female,44,2,0.0,2,1,1,125889.67,0,High-Value,Established,False,False,598.0
15600825,Okafor,554.0,Germany,Female,88,2,0.0,2,1,0,183033.46,0,High-Value,Senior,False,False,520.0
15605124,Rossi,623.0,France,Male,48,8,0.0,2,1,0,6540.0,1,High-Value,Established,False,False,520.0
15606425,Nguyen,531.0,France,Male,70,10,0.0,2,1,1,88863.46,0,High-Value,Senior,False,False,598.0
15602052,Ivanov,728.0,France,Male,52,6,0.0,2,1,1,179138.74,0,High-Value,Established,False,False,598.0
15602802,Bianchi,701.0,France,Male,53,5,54281.56,1,1,0,54529.86,0,Medium-Value,Established,True,False,1405.63
15606931,Nguyen,850.0,Spain,Female,34,0,118657.29,1,1,1,185786.18,1,High-Value,Young Professional,False,False,3097.12
15606183,Moreau,850.0,France,Female,51,6,0.0,1,1,0,182218.17,0,Medium-Value,Established,True,False,320.0
15602885,Muller,786.0,Spain,Male,52,4,77619.03,2,1,0,38993.52,0,High-Value,Established,False,False,2072.38
15602028,Andersen,654.0,France,Male,42,0,0.0,2,0,1,99856.49,0,High-Value,Established,False,False,460.0
15605073,Nguyen,726.0,Spain,Female,52,0,58937.51,4,1,1,61945.85,0,High-Value,Established,False,False,2413.56
15605107,Bianchi,726.0,France,Male,31,10,78683.3,1,1,0,152393.84,0,Medium-Value,Young Professional,True,False,1893.67
15607278,Andersen,580.0,Germany,Male,77,6,0.0,1,1,0,170100.04,1,Medium-Value,Senior,True,False,320.0
15600804,Kumar,566.0,Germany,Female,48,1,0.0,1,1,1,30239.49,0,Medium-Value,Established,False,False,368.0
15602373,Ivanov,557.0,Spain,Male,48,10,0.0,1,1,0,81447.75,1,Medium-Value,Established,True,False,320.0
15606214,Kumar,499.0,Spain,Male,51,6,108761.26,2,1,1,51029.54,0,High-Value,Established,False,False,3099.51
15607459,Nguyen,612.0,France,Male,68,1,50884.5,2,1,0,116242.32,0,High-Value,Senior,False,False,1537.69
15600260,Nguyen,695.0,France,Male,49,6,0.0,2,1,0,76566.52,1,High-Value,Established,False,False,520.0
15604521,Costa,569.0,France,Male,73,0,156925.77,2,0,0,186303.1,1,High-Value,Senior,False,False,3538.52
15600218,Tanaka,850.0,France,Female,66,9,0.0,2,0,0,118514.6,1,High-Value,Senior,False,False,400.0
15603476,Andersen,421.0,Germany,Female,85,6,0.0,1,1,1,112973.21,1,Medium-Value,Senior,False,False,368.0
15605023,Tanaka,753.0,France,Male,52,0,39926.98,1,0,1,23789.33,0,Medium-Value,Established,False,False,1148.32
